alpha_g,alpha_l,rho_wood,c_wood_mm_per_microsecond
6.1977514802096078e-03,9.9380224851979038e-01,1.3600916801475835e+03,1.2919635547384525e-01
6.2129961539770361e-03,9.9378700384602292e-01,1.3600708347569157e+03,1.2904027348613159e-01
6.2282288559621299e-03,9.9377177114403792e-01,1.3600500057363249e+03,1.2888488251447675e-01
6.2434494358242732e-03,9.9375655056417578e-01,1.3600291932913844e+03,1.2873017931242081e-01
6.2586577433424856e-03,9.9374134225665756e-01,1.3600083976275055e+03,1.2857616065636981e-01
6.2738536284169099e-03,9.9372614637158307e-01,1.3599876189499323e+03,1.2842282334540647e-01
6.2890369410702985e-03,9.9371096305892970e-01,1.3599668574637426e+03,1.2827016420110321e-01
6.3042075314494843e-03,9.9369579246855055e-01,1.3599461133738437e+03,1.2811818006733672e-01
6.3193652498268627e-03,9.9368063475017310e-01,1.3599253868849710e+03,1.2796686781010466e-01
6.3345099466018762e-03,9.9366549005339810e-01,1.3599046782016867e+03,1.2781622431734410e-01
6.3496414723024806e-03,9.9365035852769756e-01,1.3598839875283777e+03,1.2766624649875158e-01
6.3647596775866259e-03,9.9363524032241335e-01,1.3598633150692517e+03,1.2751693128560548e-01
6.3798644132437281e-03,9.9362013558675633e-01,1.3598426610283382e+03,1.2736827563058961e-01
6.3949555301961456e-03,9.9360504446980380e-01,1.3598220256094839e+03,1.2722027650761894e-01
6.4100328795006472e-03,9.9358996712049941e-01,1.3598014090163526e+03,1.2707293091166674e-01
6.4250963123498803e-03,9.9357490368765011e-01,1.3597808114524212e+03,1.2692623585859400e-01
6.4401456800738449e-03,9.9355985431992611e-01,1.3597602331209789e+03,1.2678018838497981e-01
6.4551808341413589e-03,9.9354481916585868e-01,1.3597396742251269e+03,1.2663478554795402e-01
6.4702016261615194e-03,9.9352979837383848e-01,1.3597191349677719e+03,1.2649002442503135e-01
6.4852079078851731e-03,9.9351479209211480e-01,1.3596986155516290e+03,1.2634590211394697e-01
6.5001995312063809e-03,9.9349980046879360e-01,1.3596781161792157e+03,1.2620241573249408e-01
6.5151763481638694e-03,9.9348482365183610e-01,1.3596576370528535e+03,1.2605956241836269e-01
6.5301382109425035e-03,9.9346986178905750e-01,1.3596371783746622e+03,1.2591733932898036e-01
6.5450849718747374e-03,9.9345491502812522e-01,1.3596167403465611e+03,1.2577574364135422e-01
6.5600164834420738e-03,9.9343998351655793e-01,1.3595963231702654e+03,1.2563477255191469e-01
6.5749325982765233e-03,9.9342506740172343e-01,1.3595759270472840e+03,1.2549442327636071e-01
6.5898331691620540e-03,9.9341016683083794e-01,1.3595555521789188e+03,1.2535469304950650e-01
6.6047180490360468e-03,9.9339528195096394e-01,1.3595351987662614e+03,1.2521557912512973e-01
6.6195870909907459e-03,9.9338041290900925e-01,1.3595148670101919e+03,1.2507707877582136e-01
6.6344401482747121e-03,9.9336555985172525e-01,1.3594945571113763e+03,1.2493918929283668e-01
6.6492770742942646e-03,9.9335072292570570e-01,1.3594742692702648e+03,1.2480190798594810e-01
6.6640977226149322e-03,9.9333590227738511e-01,1.3594540036870910e+03,1.2466523218329918e-01
6.6789019469629032e-03,9.9332109805303714e-01,1.3594337605618675e+03,1.2452915923126004e-01
6.6936896012264567e-03,9.9330631039877360e-01,1.3594135400943858e+03,1.2439368649428437e-01
6.7084605394574174e-03,9.9329153946054261e-01,1.3593933424842139e+03,1.2425881135476768e-01
6.7232146158725846e-03,9.9327678538412745e-01,1.3593731679306939e+03,1.2412453121290699e-01
6.7379516848551846e-03,9.9326204831514486e-01,1.3593530166329406e+03,1.2399084348656168e-01
6.7526716009562952e-03,9.9324732839904373e-01,1.3593328887898390e+03,1.2385774561111616e-01
6.7673742188962853e-03,9.9323262578110372e-01,1.3593127846000432e+03,1.2372523503934321e-01
6.7820593935662534e-03,9.9321794060643376e-01,1.3592927042619731e+03,1.2359330924126918e-01
6.7967269800294529e-03,9.9320327301997058e-01,1.3592726479738135e+03,1.2346196570404035e-01
6.8113768335227292e-03,9.9318862316647727e-01,1.3592526159335118e+03,1.2333120193179022e-01
6.8260088094579388e-03,9.9317399119054206e-01,1.3592326083387763e+03,1.2320101544550867e-01
6.8406227634233898e-03,9.9315937723657666e-01,1.3592126253870742e+03,1.2307140378291183e-01
6.8552185511852534e-03,9.9314478144881480e-01,1.3591926672756288e+03,1.2294236449831367e-01
6.8697960286890018e-03,9.9313020397131102e-01,1.3591727342014187e+03,1.2281389516249820e-01
6.8843550520608131e-03,9.9311564494793914e-01,1.3591528263611751e+03,1.2268599336259373e-01
6.8988954776090048e-03,9.9310110452239098e-01,1.3591329439513806e+03,1.2255865670194746e-01
6.9134171618254478e-03,9.9308658283817453e-01,1.3591130871682667e+03,1.2243188280000186e-01
6.9279199613869824e-03,9.9307208003861303e-01,1.3590932562078112e+03,1.2230566929217199e-01
6.9424037331568302e-03,9.9305759626684320e-01,1.3590734512657384e+03,1.2218001382972403e-01
6.9568683341860128e-03,9.9304313166581404e-01,1.3590536725375146e+03,1.2205491407965489e-01
6.9713136217147559e-03,9.9302868637828523e-01,1.3590339202183479e+03,1.2193036772457312e-01
6.9857394531739024e-03,9.9301426054682607e-01,1.3590141945031860e+03,1.2180637246258069e-01
7.0001456861863232e-03,9.9299985431381366e-01,1.3589944955867134e+03,1.2168292600715624e-01
7.0145321785683133e-03,9.9298546782143171e-01,1.3589748236633509e+03,1.2156002608703903e-01
7.0288987883309999e-03,9.9297110121166898e-01,1.3589551789272521e+03,1.2143767044611437e-01
7.0432453736817445e-03,9.9295675462631827e-01,1.3589355615723027e+03,1.2131585684329975e-01
7.0575717930255431e-03,9.9294242820697443e-01,1.3589159717921177e+03,1.2119458305243239e-01
7.0718779049664202e-03,9.9292812209503356e-01,1.3588964097800413e+03,1.2107384686215754e-01
7.0861635683088257e-03,9.9291383643169118e-01,1.3588768757291416e+03,1.2095364607581816e-01
7.1004286420590316e-03,9.9289957135794094e-01,1.3588573698322123e+03,1.2083397851134516e-01
7.1146729854265154e-03,9.9288532701457344e-01,1.3588378922817687e+03,1.2071484200114922e-01
7.1288964578253636e-03,9.9287110354217467e-01,1.3588184432700464e+03,1.2059623439201315e-01
7.1430989188756410e-03,9.9285690108112434e-01,1.3587990229889992e+03,1.2047815354498560e-01
7.1572802284047953e-03,9.9284271977159522e-01,1.3587796316302977e+03,1.2036059733527543e-01
7.1714402464490238e-03,9.9282855975355100e-01,1.3587602693853260e+03,1.2024356365214742e-01
7.1855788332546638e-03,9.9281442116674534e-01,1.3587409364451826e+03,1.2012705039881859e-01
7.1996958492795762e-03,9.9280030415072040e-01,1.3587216330006752e+03,1.2001105549235576e-01
7.2137911551945072e-03,9.9278620884480551e-01,1.3587023592423211e+03,1.1989557686357398e-01
7.2278646118844811e-03,9.9277213538811548e-01,1.3586831153603448e+03,1.1978061245693573e-01
7.2419160804501606e-03,9.9275808391954989e-01,1.3586639015446756e+03,1.1966616023045136e-01
7.2559454222092257e-03,9.9274405457779080e-01,1.3586447179849458e+03,1.1955221815558018e-01
7.2699524986977338e-03,9.9273004750130223e-01,1.3586255648704894e+03,1.1943878421713261e-01
7.2839371716714989e-03,9.9271606282832847e-01,1.3586064423903401e+03,1.1932585641317310e-01
7.2978993031074394e-03,9.9270210069689258e-01,1.3585873507332292e+03,1.1921343275492415e-01
7.3118387552049578e-03,9.9268816124479509e-01,1.3585682900875836e+03,1.1910151126667096e-01
7.3257553903872917e-03,9.9267424460961273e-01,1.3585492606415237e+03,1.1899008998566718e-01
7.3396490713028666e-03,9.9266035092869709e-01,1.3585302625828626e+03,1.1887916696204143e-01
7.3535196608266627e-03,9.9264648033917335e-01,1.3585112960991044e+03,1.1876874025870449e-01
7.3673670220615606e-03,9.9263263297793847e-01,1.3584923613774392e+03,1.1865880795125779e-01
7.3811910183396966e-03,9.9261880898166033e-01,1.3584734586047462e+03,1.1854936812790220e-01
7.3949915132238055e-03,9.9260500848677624e-01,1.3584545879675875e+03,1.1844041888934813e-01
7.4087683705085774e-03,9.9259123162949148e-01,1.3584357496522089e+03,1.1833195834872608e-01
7.4225214542219895e-03,9.9257747854577805e-01,1.3584169438445369e+03,1.1822398463149823e-01
7.4362506286266630e-03,9.9256374937137337e-01,1.3583981707301773e+03,1.1811649587537069e-01
7.4499557582211832e-03,9.9255004424177884e-01,1.3583794304944129e+03,1.1800949023020676e-01
7.4636367077414566e-03,9.9253636329225858e-01,1.3583607233222028e+03,1.1790296585794061e-01
7.4772933421620377e-03,9.9252270665783793e-01,1.3583420493981787e+03,1.1779692093249212e-01
7.4909255266974537e-03,9.9250907447330250e-01,1.3583234089066452e+03,1.1769135363968236e-01
7.5045331268035502e-03,9.9249546687319645e-01,1.3583048020315757e+03,1.1758626217714967e-01
7.5181160081788040e-03,9.9248188399182125e-01,1.3582862289566135e+03,1.1748164475426670e-01
7.5316740367656629e-03,9.9246832596323431e-01,1.3582676898650664e+03,1.1737749959205816e-01
7.5452070787518566e-03,9.9245479292124816e-01,1.3582491849399084e+03,1.1727382492311919e-01
7.5587150005717255e-03,9.9244128499942830e-01,1.3582307143637754e+03,1.1717061899153472e-01
7.5721976689075319e-03,9.9242780233109251e-01,1.3582122783189645e+03,1.1706788005279921e-01
7.5856549506907855e-03,9.9241434504930925e-01,1.3581938769874323e+03,1.1696560637373737e-01
7.5990867131035481e-03,9.9240091328689650e-01,1.3581755105507921e+03,1.1686379623242550e-01
7.6124928235797445e-03,9.9238750717642021e-01,1.3581571791903132e+03,1.1676244791811359e-01
7.6258731498064789e-03,9.9237412685019355e-01,1.3581388830869191e+03,1.1666155973114799e-01
7.6392275597253322e-03,9.9236077244027465e-01,1.3581206224211849e+03,1.1656112998289488e-01
7.6525559215336715e-03,9.9234744407846631e-01,1.3581023973733356e+03,1.1646115699566445e-01
7.6658581036859429e-03,9.9233414189631408e-01,1.3580842081232454e+03,1.1636163910263567e-01
7.6791339748949854e-03,9.9232086602510505e-01,1.3580660548504350e+03,1.1626257464778167e-01
7.6923834041333012e-03,9.9230761659586675e-01,1.3580479377340698e+03,1.1616396198579605e-01
7.7056062606343789e-03,9.9229439373936557e-01,1.3580298569529577e+03,1.1606579948201956e-01
7.7188024138939637e-03,9.9228119758610600e-01,1.3580118126855498e+03,1.1596808551236751e-01
7.7319717336713457e-03,9.9226802826632865e-01,1.3579938051099352e+03,1.1587081846325797e-01
7.7451140899906590e-03,9.9225488591000932e-01,1.3579758344038412e+03,1.1577399673154044e-01
7.7582293531421511e-03,9.9224177064685781e-01,1.3579579007446318e+03,1.1567761872442514e-01
7.7713173936834710e-03,9.9222868260631658e-01,1.3579400043093051e+03,1.1558168285941310e-01
7.7843780824409401e-03,9.9221562191755908e-01,1.3579221452744912e+03,1.1548618756422670e-01
7.7974112905108365e-03,9.9220258870948919e-01,1.3579043238164516e+03,1.1539113127674089e-01
7.8104168892606544e-03,9.9218958311073935e-01,1.3578865401110772e+03,1.1529651244491498e-01
7.8233947503303855e-03,9.9217660524966966e-01,1.3578687943338859e+03,1.1520232952672518e-01
7.8363447456337824e-03,9.9216365525436623e-01,1.3578510866600216e+03,1.1510858099009742e-01
7.8492667473596192e-03,9.9215073325264036e-01,1.3578334172642512e+03,1.1501526531284111e-01
7.8621606279729549e-03,9.9213783937202704e-01,1.3578157863209653e+03,1.1492238098258328e-01
7.8750262602163938e-03,9.9212497373978359e-01,1.3577981940041736e+03,1.1482992649670339e-01
7.8878635171113383e-03,9.9211213648288865e-01,1.3577806404875055e+03,1.1473790036226851e-01
7.9006722719592477e-03,9.9209932772804077e-01,1.3577631259442069e+03,1.1464630109596943e-01
7.9134523983428826e-03,9.9208654760165715e-01,1.3577456505471393e+03,1.1455512722405703e-01
7.9262037701275517e-03,9.9207379622987246e-01,1.3577282144687779e+03,1.1446437728227929e-01
7.9389262614623646e-03,9.9206107373853758e-01,1.3577108178812100e+03,1.1437404981581888e-01
7.9516197467814735e-03,9.9204838025321851e-01,1.3576934609561326e+03,1.1428414337923125e-01
7.9642841008052967e-03,9.9203571589919470e-01,1.3576761438648516e+03,1.1419465653638339e-01
7.9769191985417758e-03,9.9202308080145818e-01,1.3576588667782794e+03,1.1410558786039295e-01
7.9895249152875918e-03,9.9201047508471241e-01,1.3576416298669344e+03,1.1401693593356789e-01
8.0021011266294198e-03,9.9199789887337053e-01,1.3576244333009374e+03,1.1392869934734687e-01
8.0146477084451218e-03,9.9198535229155493e-01,1.3576072772500124e+03,1.1384087670223994e-01
8.0271645369050064e-03,9.9197283546309500e-01,1.3575901618834819e+03,1.1375346660776986e-01
8.0396514884730260e-03,9.9196034851152692e-01,1.3575730873702680e+03,1.1366646768241380e-01
8.0521084399080116e-03,9.9194789156009200e-01,1.3575560538788891e+03,1.1357987855354584e-01
8.0645352682648802e-03,9.9193546473173511e-01,1.3575390615774588e+03,1.1349369785737955e-01
8.0769318508958580e-03,9.9192306814910414e-01,1.3575221106336846e+03,1.1340792423891133e-01
8.0892980654516718e-03,9.9191070193454833e-01,1.3575052012148653e+03,1.1332255635186436e-01
8.1016337898827777e-03,9.9189836621011718e-01,1.3574883334878900e+03,1.1323759285863276e-01
8.1139389024405626e-03,9.9188606109755939e-01,1.3574715076192365e+03,1.1315303243022613e-01
8.1262132816785244e-03,9.9187378671832149e-01,1.3574547237749691e+03,1.1306887374621526e-01
8.1384568064535017e-03,9.9186154319354647e-01,1.3574379821207376e+03,1.1298511549467742e-01
8.1506693559268446e-03,9.9184933064407310e-01,1.3574212828217755e+03,1.1290175637214270e-01
8.1628508095656221e-03,9.9183714919043442e-01,1.3574046260428984e+03,1.1281879508354060e-01
8.1750010471438022e-03,9.9182499895285625e-01,1.3573880119485013e+03,1.1273623034214726e-01
8.1871199487434480e-03,9.9181288005125656e-01,1.3573714407025591e+03,1.1265406086953281e-01
8.1992073947558912e-03,9.9180079260524412e-01,1.3573549124686233e+03,1.1257228539550942e-01
8.2112632658829215e-03,9.9178873673411705e-01,1.3573384274098207e+03,1.1249090265808000e-01
8.2232874431379561e-03,9.9177671255686206e-01,1.3573219856888522e+03,1.1240991140338670e-01
8.2352798078472195e-03,9.9176472019215278e-01,1.3573055874679910e+03,1.1232931038566055e-01
8.2472402416509175e-03,9.9175275975834909e-01,1.3572892329090810e+03,1.1224909836717105e-01
8.2591686265043925e-03,9.9174083137349556e-01,1.3572729221735349e+03,1.1216927411817652e-01
8.2710648446793055e-03,9.9172893515532068e-01,1.3572566554223333e+03,1.1208983641687456e-01
8.2829287787647820e-03,9.9171707122123520e-01,1.3572404328160223e+03,1.1201078404935326e-01
8.2947603116685850e-03,9.9170523968833146e-01,1.3572242545147126e+03,1.1193211580954257e-01
8.3065593266182600e-03,9.9169344067338172e-01,1.3572081206780772e+03,1.1185383049916615e-01
8.3183257071622937e-03,9.9168167429283771e-01,1.3571920314653512e+03,1.1177592692769379e-01
8.3300593371712587e-03,9.9166994066282876e-01,1.3571759870353280e+03,1.1169840391229405e-01
8.3417601008389641e-03,9.9165823989916102e-01,1.3571599875463598e+03,1.1162126027778732e-01
8.3534278826835999e-03,9.9164657211731644e-01,1.3571440331563554e+03,1.1154449485659938e-01
8.3650625675488650e-03,9.9163493743245112e-01,1.3571281240227779e+03,1.1146810648871533e-01
8.3766640406051224e-03,9.9162333595939489e-01,1.3571122603026440e+03,1.1139209402163383e-01
8.3882321873505108e-03,9.9161176781264948e-01,1.3570964421525223e+03,1.1131645631032183e-01
8.3997668936120970e-03,9.9160023310638790e-01,1.3570806697285316e+03,1.1124119221716962e-01
8.4112680455469806e-03,9.9158873195445307e-01,1.3570649431863392e+03,1.1116630061194631e-01
8.4227355296434443e-03,9.9157726447035655e-01,1.3570492626811597e+03,1.1109178037175566e-01
8.4341692327220413e-03,9.9156583076727800e-01,1.3570336283677539e+03,1.1101763038099220e-01
8.4455690419367423e-03,9.9155443095806328e-01,1.3570180404004254e+03,1.1094384953129807e-01
8.4569348447760314e-03,9.9154306515522395e-01,1.3570024989330216e+03,1.1087043672151968e-01
8.4682665290640238e-03,9.9153173347093593e-01,1.3569870041189304e+03,1.1079739085766520e-01
8.4795639829615705e-03,9.9152043601703843e-01,1.3569715561110797e+03,1.1072471085286215e-01
8.4908270949673632e-03,9.9150917290503260e-01,1.3569561550619342e+03,1.1065239562731562e-01
8.5020557539190311e-03,9.9149794424608095e-01,1.3569408011234971e+03,1.1058044410826642e-01
8.5132498489942452e-03,9.9148675015100574e-01,1.3569254944473046e+03,1.1050885522995003e-01
8.5244092697118086e-03,9.9147559073028824e-01,1.3569102351844283e+03,1.1043762793355563e-01
8.5355339059327382e-03,9.9146446609406724e-01,1.3568950234854701e+03,1.1036676116718554e-01
8.5466236478613684e-03,9.9145337635213859e-01,1.3568798595005642e+03,1.1029625388581500e-01
8.5576783860464266e-03,9.9144232161395363e-01,1.3568647433793726e+03,1.1022610505125241e-01
8.5686980113821049e-03,9.9143130198861784e-01,1.3568496752710851e+03,1.1015631363209967e-01
8.5796824151091553e-03,9.9142031758489080e-01,1.3568346553244180e+03,1.1008687860371306e-01
8.5906314888159439e-03,9.9140936851118411e-01,1.3568196836876125e+03,1.1001779894816437e-01
8.6015451244395354e-03,9.9139845487556044e-01,1.3568047605084316e+03,1.0994907365420241e-01
8.6124232142667494e-03,9.9138757678573330e-01,1.3567898859341624e+03,1.0988070171721469e-01
8.6232656509352343e-03,9.9137673434906481e-01,1.3567750601116102e+03,1.0981268213918971e-01
8.6340723274345148e-03,9.9136592767256548e-01,1.3567602831870995e+03,1.0974501392867925e-01
8.6448431371070576e-03,9.9135515686289299e-01,1.3567455553064735e+03,1.0967769610076120e-01
8.6555779736493203e-03,9.9134442202635065e-01,1.3567308766150895e+03,1.0961072767700264e-01
8.6662767311127993e-03,9.9133372326888725e-01,1.3567162472578214e+03,1.0954410768542321e-01
8.6769393039050798e-03,9.9132306069609488e-01,1.3567016673790536e+03,1.0947783516045878e-01
8.6875655867908689e-03,9.9131243441320915e-01,1.3566871371226848e+03,1.0941190914292560e-01
8.6981554748930476e-03,9.9130184452510695e-01,1.3566726566321222e+03,1.0934632867998435e-01
8.7087088636936955e-03,9.9129129113630632e-01,1.3566582260502828e+03,1.0928109282510499e-01
8.7192256490351248e-03,9.9128077435096484e-01,1.3566438455195901e+03,1.0921620063803160e-01
8.7297057271209112e-03,9.9127029427287905e-01,1.3566295151819745e+03,1.0915165118474750e-01
8.7401489945169129e-03,9.9125985100548308e-01,1.3566152351788705e+03,1.0908744353744090e-01
8.7505553481522988e-03,9.9124944465184772e-01,1.3566010056512162e+03,1.0902357677447057e-01
8.7609246853205570e-03,9.9123907531467947e-01,1.3565868267394510e+03,1.0896004998033201e-01
8.7712569036805209e-03,9.9122874309631948e-01,1.3565726985835149e+03,1.0889686224562381e-01
8.7815519012573590e-03,9.9121844809874260e-01,1.3565586213228476e+03,1.0883401266701426e-01
8.7918095764436110e-03,9.9120819042355635e-01,1.3565445950963856e+03,1.0877150034720828e-01
8.8020298280001557e-03,9.9119797017199984e-01,1.3565306200425625e+03,1.0870932439491475e-01
8.8122125550572396e-03,9.9118778744494274e-01,1.3565166962993060e+03,1.0864748392481396e-01
8.8223576571154587e-03,9.9117764234288452e-01,1.3565028240040378e+03,1.0858597805752526e-01
8.8324650340467475e-03,9.9116753496595322e-01,1.3564890032936719e+03,1.0852480591957531e-01
8.8425345860953831e-03,9.9115746541390459e-01,1.3564752343046137e+03,1.0846396664336620e-01
8.8525662138789450e-03,9.9114743378612102e-01,1.3564615171727567e+03,1.0840345936714425e-01
8.8625598183893223e-03,9.9113744018161065e-01,1.3564478520334842e+03,1.0834328323496864e-01
8.8725153009936684e-03,9.9112748469900636e-01,1.3564342390216652e+03,1.0828343739668070e-01
8.8824325634353947e-03,9.9111756743656465e-01,1.3564206782716547e+03,1.0822392100787318e-01
8.8923115078351177e-03,9.9110768849216491e-01,1.3564071699172919e+03,1.0816473322985995e-01
8.9021520366916480e-03,9.9109784796330835e-01,1.3563937140918986e+03,1.0810587322964592e-01
8.9119540528829408e-03,9.9108804594711708e-01,1.3563803109282785e+03,1.0804734017989706e-01
8.9217174596670518e-03,9.9107828254033292e-01,1.3563669605587154e+03,1.0798913325891098e-01
8.9314421606830948e-03,9.9106855783931691e-01,1.3563536631149721e+03,1.0793125165058745e-01
8.9411280599521990e-03,9.9105887194004783e-01,1.3563404187282893e+03,1.0787369454439943e-01
8.9507750618784531e-03,9.9104922493812153e-01,1.3563272275293830e+03,1.0781646113536407e-01
8.9603830712498365e-03,9.9103961692875020e-01,1.3563140896484456e+03,1.0775955062401428e-01
8.9699519932391770e-03,9.9103004800676087e-01,1.3563010052151426e+03,1.0770296221637028e-01
8.9794817334050789e-03,9.9102051826659487e-01,1.3562879743586118e+03,1.0764669512391149e-01
8.9889721976928547e-03,9.9101102780230710e-01,1.3562749972074628e+03,1.0759074856354867e-01
8.9984232924354528e-03,9.9100157670756450e-01,1.3562620738897747e+03,1.0753512175759625e-01
9.0078349243543840e-03,9.9099216507564558e-01,1.3562492045330957e+03,1.0747981393374501e-01
9.0172070005606394e-03,9.9098279299943937e-01,1.3562363892644405e+03,1.0742482432503492e-01
9.0265394285556095e-03,9.9097346057144442e-01,1.3562236282102915e+03,1.0737015216982805e-01
9.0358321162320020e-03,9.9096416788376795e-01,1.3562109214965942e+03,1.0731579671178203e-01
9.0450849718747370e-03,9.9095491502812527e-01,1.3561982692487595e+03,1.0726175719982349e-01
9.0542979041618680e-03,9.9094570209583810e-01,1.3561856715916597e+03,1.0720803288812186e-01
9.0634708221654699e-03,9.9093652917783448e-01,1.3561731286496286e+03,1.0715462303606334e-01
9.0726036353525469e-03,9.9092739636464744e-01,1.3561606405464599e+03,1.0710152690822509e-01
9.0816962535859198e-03,9.9091830374641410e-01,1.3561482074054063e+03,1.0704874377434967e-01
9.0907485871251185e-03,9.9090925141287489e-01,1.3561358293491778e+03,1.0699627290931960e-01
9.0997605466272627e-03,9.9090023945337269e-01,1.3561235064999405e+03,1.0694411359313236e-01
9.1087320431479518e-03,9.9089126795685201e-01,1.3561112389793166e+03,1.0689226511087535e-01
9.1176629881421362e-03,9.9088233701185791e-01,1.3560990269083813e+03,1.0684072675270125e-01
9.1265532934649979e-03,9.9087344670653499e-01,1.3560868704076627e+03,1.0678949781380351e-01
9.1354028713728098e-03,9.9086459712862718e-01,1.3560747695971402e+03,1.0673857759439209e-01
9.1442116345238095e-03,9.9085578836547616e-01,1.3560627245962446e+03,1.0668796539966928e-01
9.1529794959790637e-03,9.9084702050402096e-01,1.3560507355238551e+03,1.0663766053980597e-01
9.1617063692033176e-03,9.9083829363079667e-01,1.3560388024982983e+03,1.0658766232991798e-01
9.1703921680658575e-03,9.9082960783193419e-01,1.3560269256373494e+03,1.0653797009004243e-01
9.1790368068413522e-03,9.9082096319315860e-01,1.3560151050582272e+03,1.0648858314511481e-01
9.1876402002107078e-03,9.9081235979978932e-01,1.3560033408775969e+03,1.0643950082494560e-01
9.1962022632619093e-03,9.9080379773673810e-01,1.3559916332115656e+03,1.0639072246419765e-01
9.2047229114908466e-03,9.9079527708850912e-01,1.3559799821756835e+03,1.0634224740236342e-01
9.2132020608021621e-03,9.9078679793919788e-01,1.3559683878849416e+03,1.0629407498374266e-01
9.2216396275100754e-03,9.9077836037248990e-01,1.3559568504537708e+03,1.0624620455741997e-01
9.2300355283392119e-03,9.9076996447166077e-01,1.3559453699960411e+03,1.0619863547724287e-01
9.2383896804254170e-03,9.9076161031957455e-01,1.3559339466250599e+03,1.0615136710179995e-01
9.2467020013165830e-03,9.9075329799868339e-01,1.3559225804535708e+03,1.0610439879439912e-01
9.2549724089734595e-03,9.9074502759102656e-01,1.3559112715937540e+03,1.0605772992304616e-01
9.2632008217704617e-03,9.9073679917822954e-01,1.3559000201572233e+03,1.0601135986042341e-01
9.2713871584964754e-03,9.9072861284150349e-01,1.3558888262550254e+03,1.0596528798386881e-01
9.2795313383556653e-03,9.9072046866164432e-01,1.3558776899976399e+03,1.0591951367535471e-01
9.2876332809682625e-03,9.9071236671903173e-01,1.3558666114949770e+03,1.0587403632146736e-01
9.2956929063713629e-03,9.9070430709362867e-01,1.3558555908563769e+03,1.0582885531338629e-01
9.3037101350197191e-03,9.9069628986498026e-01,1.3558446281906095e+03,1.0578397004686393e-01
9.3116848877865203e-03,9.9068831511221345e-01,1.3558337236058712e+03,1.0573937992220542e-01
9.3196170859641790e-03,9.9068038291403582e-01,1.3558228772097862e+03,1.0569508434424862e-01
9.3275066512650950e-03,9.9067249334873486e-01,1.3558120891094040e+03,1.0565108272234436e-01
9.3353535058224510e-03,9.9066464649417751e-01,1.3558013594111990e+03,1.0560737447033657e-01
9.3431575721909556e-03,9.9065684242780905e-01,1.3557906882210686e+03,1.0556395900654307e-01
9.3509187733476287e-03,9.9064908122665241e-01,1.3557800756443332e+03,1.0552083575373609e-01
9.3586370326925444e-03,9.9064136296730743e-01,1.3557695217857349e+03,1.0547800413912324e-01
9.3663122740496006e-03,9.9063368772595040e-01,1.3557590267494356e+03,1.0543546359432851e-01
9.3739444216672640e-03,9.9062605557833272e-01,1.3557485906390177e+03,1.0539321355537343e-01
9.3815334002193169e-03,9.9061846659978070e-01,1.3557382135574810e+03,1.0535125346265864e-01
9.3890791348056075e-03,9.9061092086519442e-01,1.3557278956072430e+03,1.0530958276094526e-01
9.3965815509527810e-03,9.9060341844904720e-01,1.3557176368901378e+03,1.0526820089933671e-01
9.4040405746150177e-03,9.9059595942538503e-01,1.3557074375074151e+03,1.0522710733126056e-01
9.4114561321747663e-03,9.9058854386782524e-01,1.3556972975597382e+03,1.0518630151445064e-01
9.4188281504434673e-03,9.9058117184955652e-01,1.3556872171471846e+03,1.0514578291092923e-01
9.4261565566622751e-03,9.9057384344333776e-01,1.3556771963692438e+03,1.0510555098698939e-01
9.4334412785027841e-03,9.9056655872149724e-01,1.3556672353248168e+03,1.0506560521317758e-01
9.4406822440677215e-03,9.9055931775593231e-01,1.3556573341122153e+03,1.0502594506427640e-01
9.4478793818916895e-03,9.9055212061810827e-01,1.3556474928291598e+03,1.0498657001928730e-01
9.4550326209418400e-03,9.9054496737905817e-01,1.3556377115727805e+03,1.0494747956141376e-01
9.4621418906185896e-03,9.9053785810938144e-01,1.3556279904396142e+03,1.0490867317804445e-01
9.4692071207563185e-03,9.9053079287924373e-01,1.3556183295256039e+03,1.0487015036073651e-01
9.4762282416240590e-03,9.9052377175837591e-01,1.3556087289260997e+03,1.0483191060519904e-01
9.4832051839261796e-03,9.9051679481607380e-01,1.3555991887358553e+03,1.0479395341127687e-01
9.4901378788030781e-03,9.9050986212119696e-01,1.3555897090490289e+03,1.0475627828293418e-01
9.4970262578318553e-03,9.9050297374216811e-01,1.3555802899591804e+03,1.0471888472823868e-01
9.5038702530269911e-03,9.9049612974697299e-01,1.3555709315592733e+03,1.0468177225934547e-01
9.5106697968410144e-03,9.9048933020315899e-01,1.3555616339416706e+03,1.0464494039248154e-01
9.5174248221651745e-03,9.9048257517783478e-01,1.3555523971981363e+03,1.0460838864792998e-01
9.5241352623300964e-03,9.9047586473766991e-01,1.3555432214198336e+03,1.0457211655001467e-01
9.5308010511064491e-03,9.9046919894889351e-01,1.3555341066973231e+03,1.0453612362708493e-01
9.5374221227055838e-03,9.9046257787729441e-01,1.3555250531205641e+03,1.0450040941150041e-01
9.5439984117802017e-03,9.9045600158821978e-01,1.3555160607789110e+03,1.0446497343961599e-01
9.5505298534249786e-03,9.9044947014657503e-01,1.3555071297611150e+03,1.0442981525176714e-01
9.5570163831772258e-03,9.9044298361682281e-01,1.3554982601553220e+03,1.0439493439225490e-01
9.5634579370175148e-03,9.9043654206298248e-01,1.3554894520490707e+03,1.0436033040933154e-01
